OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2026-031A","DRAGON FREEDOM 3","67796","US","93.01","51.63","428","416","","0","2026-02-13",""
"2026-030AH","KUIPER-00279","67795","FR","93.84","51.88","466","458","","0","2026-02-12",""
"2026-030AG","KUIPER-00276","67794","FR","94.01","51.88","483","458","","0","2026-02-12",""
"2026-030AF","KUIPER-00275","67793","FR","93.86","51.88","469","458","","0","2026-02-12",""
"2026-030AE","KUIPER-00274","67792","FR","93.98","51.88","481","457","","0","2026-02-12",""
"2026-030AD","KUIPER-00270","67791","FR","93.88","51.88","471","458","","0","2026-02-12",""
"2026-030AC","KUIPER-00268","67790","FR","93.79","51.88","461","459","","0","2026-02-12",""
"2026-030AB","KUIPER-00266","67789","FR","94.03","51.88","487","457","","0","2026-02-12",""
"2026-030AA","KUIPER-00262","67788","FR","93.75","51.88","459","457","","0","2026-02-12",""
"2026-030Z","KUIPER-00260","67787","FR","93.77","51.88","459","458","","0","2026-02-12",""
"2026-030Y","KUIPER-00259","67786","FR","93.85","51.88","468","458","","0","2026-02-12",""
"2026-030X","KUIPER-00226","67785","FR","94.01","51.88","484","457","","0","2026-02-12",""
"2026-030W","KUIPER-00225","67784","FR","93.80","51.88","463","458","","0","2026-02-12",""
"2026-030V","KUIPER-00223","67783","FR","93.90","51.88","474","457","","0","2026-02-12",""
"2026-030U","KUIPER-00222","67782","FR","93.97","51.88","480","457","","0","2026-02-12",""
"2026-030T","KUIPER-00220","67781","FR","93.87","51.88","469","459","LARGE","0","2026-02-12",""
"2026-030S","KUIPER-00218","67780","FR","93.84","51.88","467","458","","0","2026-02-12",""
"2026-030R","KUIPER-00215","67779","FR","93.89","51.88","471","458","","0","2026-02-12",""
"2026-030Q","KUIPER-00214","67778","FR","93.75","51.88","459","456","","0","2026-02-12",""
"2026-030P","KUIPER-00213","67777","FR","93.94","51.88","477","458","","0","2026-02-12",""
"2026-030N","KUIPER-00209","67776","FR","93.95","51.88","476","459","","0","2026-02-12",""
"2026-030M","KUIPER-00208","67775","FR","93.95","51.88","478","457","","0","2026-02-12",""
"2026-030L","KUIPER-00205","67774","FR","93.78","51.88","460","458","","0","2026-02-12",""
"2026-030K","KUIPER-00203","67773","FR","93.91","51.88","474","457","","0","2026-02-12",""
"2026-030J","KUIPER-00200","67772","FR","93.74","51.88","459","456","","0","2026-02-12",""
"2026-030H","KUIPER-00199","67771","FR","93.89","51.88","472","458","","0","2026-02-12",""
"2026-030G","KUIPER-00198","67770","FR","93.80","51.88","462","459","","0","2026-02-12",""
"2026-030F","KUIPER-00197","67769","FR","93.77","51.88","460","458","","0","2026-02-12",""
"2026-030E","KUIPER-00180","67768","FR","93.95","51.88","478","458","","0","2026-02-12",""
"2026-030D","KUIPER-00178","67767","FR","93.83","51.88","465","458","","0","2026-02-12",""
"2026-030C","KUIPER-00177","67766","FR","93.77","51.88","459","458","","0","2026-02-12",""
"2026-030B","KUIPER-00160","67765","US","93.82","51.88","464","458","","0","2026-02-12",""
"2026-030A","KUIPER-00159","67764","FR","93.81","51.88","464","458","","0","2026-02-12",""
"2026-029E","VULCAN CENTAUR DEB","67763","US","","","","","","0","2026-02-12","NO INITIAL ELEMENTS"
"2026-029D","VULCAN CENTAUR R/B","67762","US","","","","","","0","2026-02-12","NO INITIAL ELEMENTS"
"2026-029C","USA 584","67761","US","","","","","","0","2026-02-12","NO INITIAL ELEMENTS"
"2026-029B","USA 583","67760","US","","","","","","0","2026-02-12","NO INITIAL ELEMENTS"
"2026-029A","USA 582","67759","US","","","","","","0","2026-02-12","NO INITIAL ELEMENTS"
"2026-028A","OBJECT A","67756","CIS","1446.83","0.51","36174","35818","","0","2026-02-12",""
"2026-027J","OBJECT J","67754","PRC","91.73","97.51","515","203","","0","2026-02-12",""
"2026-027H","OBJECT H","67753","PRC","92.18","97.51","557","206","","0","2026-02-12",""
"2026-027G","OBJECT G","67752","PRC","94.87","97.49","519","506","","0","2026-02-12",""
"2026-027F","OBJECT F","67751","PRC","94.87","97.49","519","505","","0","2026-02-12",""
"2026-027E","OBJECT E","67750","PRC","94.88","97.49","519","507","","0","2026-02-12",""
"2026-027D","OBJECT D","67749","PRC","94.88","97.49","519","506","","0","2026-02-12",""
"2026-027C","OBJECT C","67748","PRC","94.89","97.49","520","506","","0","2026-02-12",""
"2026-027B","OBJECT B","67747","PRC","94.89","97.49","520","507","","0","2026-02-12",""
"2026-027A","OBJECT A","67746","PRC","94.90","97.49","520","507","","0","2026-02-12",""
"2026-026Z","STARLINK-36692","67744","US","90.32","97.27","291","289","","0","2026-02-11",""
"2026-026Y","STARLINK-36717","67743","US","90.31","97.27","290","289","","0","2026-02-11",""
"2026-026X","STARLINK-36693","67742","US","90.33","97.27","292","290","","0","2026-02-11",""
"2026-026W","STARLINK-36740","67741","US","90.30","97.27","290","288","","0","2026-02-11",""
"2026-026V","STARLINK-36737","67740","US","90.34","97.27","292","290","","0","2026-02-11",""
"2026-026U","STARLINK-36329","67739","US","90.28","97.27","289","287","","0","2026-02-11",""
"2026-026T","STARLINK-36327","67738","US","90.36","97.27","293","291","","0","2026-02-11",""
"2026-026S","STARLINK-36330","67737","US","90.37","97.27","294","292","","0","2026-02-11",""
"2026-026R","STARLINK-36317","67736","US","90.40","97.27","295","293","","0","2026-02-11",""
"2026-026Q","STARLINK-36691","67735","US","90.38","97.27","294","292","","0","2026-02-11",""
"2026-026P","STARLINK-36749","67734","US","90.41","97.27","296","294","","0","2026-02-11",""
"2026-026N","STARLINK-36746","67733","US","90.42","97.27","296","294","","0","2026-02-11",""
"2026-026M","STARLINK-36260","67732","US","90.43","97.27","297","295","","0","2026-02-11",""
"2026-026L","STARLINK-36315","67731","US","90.44","97.27","297","295","","0","2026-02-11",""
"2026-026K","STARLINK-36747","67730","US","90.47","97.27","298","296","","0","2026-02-11",""
"2026-026J","STARLINK-36751","67729","US","90.45","97.27","298","296","","0","2026-02-11",""
"2026-026H","STARLINK-36757","67728","US","90.48","97.27","299","297","","0","2026-02-11",""
"2026-026G","STARLINK-36741","67727","US","90.49","97.27","299","297","","0","2026-02-11",""
"2026-026F","STARLINK-36755","67726","US","90.50","97.27","300","298","","0","2026-02-11",""
"2026-026E","STARLINK-36754","67725","US","90.51","97.27","301","298","","0","2026-02-11",""
"2026-026D","STARLINK-36752","67724","US","90.52","97.27","301","299","","0","2026-02-11",""
"2026-026C","STARLINK-36369","67723","US","90.53","97.27","302","300","","0","2026-02-11",""
"2026-026B","STARLINK-36796","67722","US","90.54","97.27","302","300","","0","2026-02-11",""
"2026-026A","STARLINK-36772","67721","US","89.57","97.28","255","251","","0","2026-02-11",""
"2026-024G","CZ-2F DEB","67720","PRC","96.26","49.83","816","343","","0","2026-02-07",""
"2026-024F","CZ-2F DEB","67719","PRC","96.09","49.79","800","343","","0","2026-02-07",""
"2026-024E","CZ-2F DEB","67718","PRC","94.84","50.31","686","335","","0","2026-02-07",""
"2026-025AA","STARLINK-36385","67717","US","90.69","97.27","309","307","","0","2026-02-07",""
"2026-025Z","STARLINK-36715","67716","US","90.63","97.27","307","305","","0","2026-02-07",""
"2026-025Y","STARLINK-36718","67715","US","90.62","97.27","306","304","","0","2026-02-07",""
"2026-025X","STARLINK-36702","67714","US","90.67","97.27","308","306","","0","2026-02-07",""
"2026-025W","STARLINK-36708","67713","US","90.65","97.27","308","306","","0","2026-02-07",""
"2026-025V","STARLINK-36705","67712","US","90.71","97.27","310","308","","0","2026-02-07",""
"2026-025U","STARLINK-36687","67711","US","90.75","97.27","312","310","","0","2026-02-07",""
"2026-025T","STARLINK-36344","67710","US","90.77","97.27","313","311","","0","2026-02-07",""
"2026-025S","STARLINK-36698","67709","US","90.73","97.27","311","309","","0","2026-02-07",""
"2026-025R","STARLINK-36287","67708","US","90.79","97.27","314","313","","0","2026-02-07",""
"2026-025Q","STARLINK-36645","67707","US","90.85","97.27","317","315","","0","2026-02-07",""
"2026-025P","STARLINK-36707","67706","US","90.81","97.27","315","313","","0","2026-02-07",""
"2026-025N","STARLINK-36316","67705","US","90.83","97.27","316","314","","0","2026-02-07",""
"2026-025M","STARLINK-36338","67704","US","90.87","97.27","318","316","","0","2026-02-07",""
"2026-025L","STARLINK-36630","67703","US","90.89","97.27","319","317","","0","2026-02-07",""
"2026-025K","STARLINK-36695","67702","US","90.90","97.27","320","318","","0","2026-02-07",""
"2026-025J","STARLINK-36713","67701","US","90.91","97.27","320","318","","0","2026-02-07",""
"2026-025H","STARLINK-36712","67700","US","90.93","97.28","321","319","","0","2026-02-07",""
"2026-025G","STARLINK-36716","67699","US","90.95","97.28","322","320","","0","2026-02-07",""
"2026-025F","STARLINK-36697","67698","US","90.97","97.28","323","321","","0","2026-02-07",""
"2026-025E","STARLINK-36704","67697","US","90.98","97.28","324","322","","0","2026-02-07",""
"2026-025D","STARLINK-36401","67696","US","91.02","97.28","326","324","","0","2026-02-07",""
"2026-025C","STARLINK-36750","67695","US","91.04","97.28","327","325","","0","2026-02-07",""
"2026-025B","STARLINK-36753","67694","US","91.00","97.28","325","323","","0","2026-02-07",""
"2026-025A","STARLINK-36748","67693","US","91.07","97.28","328","326","","0","2026-02-07",""
"2026-024D","CZ-2F DEB","67692","PRC","94.83","50.31","686","335","","0","2026-02-07",""
"2026-024C","CZ-2F DEB","67691","PRC","91.41","49.91","493","194","","0","2026-02-07",""
"2026-024B","CZ-2F R/B","67690","PRC","93.90","49.99","586","344","","0","2026-02-07",""
"2026-024A","PRC TEST SPACECRAFT 4","67689","PRC","96.54","49.99","597","588","","0","2026-02-07",""
"1998-067YE","OBJECT F","67688","TBD","92.85","51.63","420","409","","0","1998-11-20",""
"1998-067YD","OBJECT E","67687","TBD","92.87","51.63","420","410","","0","1998-11-20",""
"1998-067YC","OBJECT D","67686","TBD","92.85","51.63","419","409","","0","1998-11-20",""
"1998-067YB","OBJECT C","67685","TBD","92.86","51.63","423","407","","0","1998-11-20",""
"1998-067YA","OBJECT B","67684","TBD","92.80","51.63","420","404","","0","1998-11-20",""
"1998-067XZ","OBJECT A","67683","TBD","92.88","51.63","422","409","","0","1998-11-20",""
"2026-023J","OBJECT J","67682","CIS","94.56","96.64","513","482","","0","2026-02-05",""
"2026-023H","OBJECT H","67681","CIS","94.57","96.64","513","482","","0","2026-02-05",""
"2026-023G","OBJECT G","67680","CIS","94.57","96.63","513","482","","0","2026-02-05",""
"2026-023F","OBJECT F","67679","CIS","94.57","96.63","512","483","","0","2026-02-05",""
"2026-023E","OBJECT E","67678","CIS","94.57","96.63","511","485","","0","2026-02-05",""
"2026-023D","OBJECT D","67677","CIS","94.58","96.64","512","485","","0","2026-02-05",""
"2026-023C","OBJECT C","67676","CIS","94.57","96.64","511","485","","0","2026-02-05",""
"2026-023B","OBJECT B","67675","CIS","94.58","96.64","511","486","","0","2026-02-05",""
"2026-023A","COSMOS 2600","67674","CIS","90.96","96.65","322","321","","0","2026-02-05",""
"2026-022AA","STARLINK-36616","67672","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022Z","STARLINK-36297","67671","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022Y","STARLINK-36596","67670","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022X","STARLINK-36639","67669","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022W","STARLINK-36625","67668","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022V","STARLINK-36622","67667","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022U","STARLINK-36365","67666","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022T","STARLINK-36399","67665","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022S","STARLINK-36404","67664","US","91.42","97.28","346","342","","0","2026-02-02",""
"2026-022R","STARLINK-36675","67663","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022Q","STARLINK-36700","67662","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022P","STARLINK-36674","67661","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022N","STARLINK-36673","67660","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022M","STARLINK-36642","67659","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022L","STARLINK-36701","67658","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022K","STARLINK-36706","67657","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022J","STARLINK-36688","67656","US","91.41","97.28","346","342","","0","2026-02-02",""
"2026-022H","STARLINK-36720","67655","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022G","STARLINK-36620","67654","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022F","STARLINK-36694","67653","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022E","STARLINK-36699","67652","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022D","STARLINK-36696","67651","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022C","STARLINK-36703","67650","US","91.41","97.28","345","343","","0","2026-02-02",""
"2026-022B","STARLINK-36342","67649","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-022A","STARLINK-36719","67648","US","91.42","97.28","345","343","","0","2026-02-02",""
"2026-021B","OBJECT B","67647","PRC","94.51","97.65","600","390","","0","2026-01-31",""
"2026-021A","OBJECT A","67646","PRC","94.51","97.47","503","486","","0","2026-01-31",""
"2026-020AE","STARLINK-36619","67645","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020AD","STARLINK-36623","67644","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020AC","STARLINK-36533","67643","US","91.34","43.00","342","339","","0","2026-01-30",""
"2026-020AB","STARLINK-36556","67642","US","91.33","43.00","342","338","","0","2026-01-30",""
"2026-020AA","STARLINK-36514","67641","US","91.06","43.00","329","324","","0","2026-01-30",""
"2026-020Z","STARLINK-36570","67640","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020Y","STARLINK-36595","67639","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020X","STARLINK-36599","67638","US","91.02","43.00","327","323","","0","2026-01-30",""
"2026-020W","STARLINK-36610","67637","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020V","STARLINK-36624","67636","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020U","STARLINK-36627","67635","US","91.34","43.00","342","338","","0","2026-01-30",""
"2026-020T","STARLINK-36617","67634","US","91.01","43.00","326","323","","0","2026-01-30",""
"2026-020S","STARLINK-36637","67633","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020R","STARLINK-36633","67632","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020Q","STARLINK-36527","67631","US","91.01","43.00","326","322","","0","2026-01-30",""
"2026-020P","STARLINK-36416","67630","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020N","STARLINK-36367","67629","US","91.33","43.00","342","338","","0","2026-01-30",""
"2026-020M","STARLINK-36532","67628","US","91.00","43.00","325","323","","0","2026-01-30",""
"2026-020L","STARLINK-36502","67627","US","91.09","43.00","329","327","","0","2026-01-30",""
"2026-020K","STARLINK-36436","67626","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020J","STARLINK-36438","67625","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020H","STARLINK-36439","67624","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020G","STARLINK-36600","67623","US","91.34","43.00","342","339","","0","2026-01-30",""
"2026-020F","STARLINK-36614","67622","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-020E","STARLINK-36615","67621","US","91.01","43.00","326","322","","0","2026-01-30",""
"2026-020D","STARLINK-36607","67620","US","91.35","43.00","342","340","","0","2026-01-30",""
"2026-020C","STARLINK-36119","67619","US","91.34","43.00","341","339","","0","2026-01-30",""
"2026-020B","STARLINK-36601","67618","US","91.06","43.00","328","325","","0","2026-01-30",""
"2026-020A","STARLINK-36548","67617","US","91.35","43.00","342","339","","0","2026-01-30",""
"2026-019C","ELECTRON KICK STAGE R/B","67616","US","91.74","97.40","467","253","","0","2026-01-30",""
"2026-019A","NEONSAT-1A","67614","SKOR","95.51","97.41","552","535","","0","2026-01-30",""
"2026-018AA","STARLINK-36597","67613","US","91.08","97.28","328","327","","0","2026-01-29",""
"2026-018Z","STARLINK-36407","67612","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018Y","STARLINK-36636","67611","US","91.35","97.29","342","340","","0","2026-01-29",""
"2026-018X","STARLINK-36387","67610","US","91.09","97.29","329","327","","0","2026-01-29",""
"2026-018W","STARLINK-36312","67609","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018V","STARLINK-36411","67608","US","91.08","97.28","329","326","","0","2026-01-29",""
"2026-018U","STARLINK-36351","67607","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018T","STARLINK-35843","67606","US","91.41","97.28","344","343","","0","2026-01-29",""
"2026-018S","STARLINK-36281","67605","US","91.08","97.28","329","327","","0","2026-01-29",""
"2026-018R","STARLINK-36605","67604","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018Q","STARLINK-36626","67603","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018P","STARLINK-36631","67602","US","91.08","97.28","329","327","","0","2026-01-29",""
"2026-018N","STARLINK-36635","67601","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018M","STARLINK-36640","67600","US","91.41","97.28","345","342","","0","2026-01-29",""
"2026-018L","STARLINK-36582","67599","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018K","STARLINK-36358","67598","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018J","STARLINK-36384","67597","US","91.08","97.28","329","326","","0","2026-01-29",""
"2026-018H","STARLINK-36629","67596","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018G","STARLINK-36628","67595","US","91.41","97.28","345","343","","0","2026-01-29",""
"2026-018F","STARLINK-36638","67594","US","91.08","97.28","329","326","","0","2026-01-29",""
"2026-018E","STARLINK-36634","67593","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018D","STARLINK-36603","67592","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018C","STARLINK-36391","67591","US","91.08","97.28","329","327","","0","2026-01-29",""
"2026-018B","STARLINK-36376","67590","US","91.42","97.28","345","343","","0","2026-01-29",""
"2026-018A","STARLINK-36641","67589","US","91.41","97.28","344","344","","0","2026-01-29",""
"2026-017A","NAVSTAR 85 (USA 581)","67588","US","717.99","55.01","20185","20180","","0","2026-01-28",""
"2026-009D","CZ-2C DEB","67587","PRC","95.06","97.67","594","449","","0","2026-01-15",""
"2026-009C","CZ-2C DEB","67586","PRC","95.13","97.22","599","451","","0","2026-01-15",""
"2026-016AA","STARLINK-36560","67585","US","91.19","97.28","334","332","","0","2026-01-25",""
"2026-016Z","STARLINK-36419","67584","US","91.41","97.28","344","343","","0","2026-01-25",""
"2026-016Y","STARLINK-36577","67583","US","91.09","97.29","329","327","","0","2026-01-25",""
"2026-016X","STARLINK-36609","67582","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016W","STARLINK-36632","67581","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016V","STARLINK-36612","67580","US","91.09","97.28","329","327","","0","2026-01-25",""
"2026-016U","STARLINK-36571","67579","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016T","STARLINK-36613","67578","US","91.09","97.28","330","326","","0","2026-01-25",""
"2026-016S","STARLINK-36590","67577","US","91.41","97.29","345","343","","0","2026-01-25",""
"2026-016R","STARLINK-36591","67576","US","91.42","97.28","345","343","","0","2026-01-25",""
"2026-016Q","STARLINK-36400","67575","US","91.41","97.28","345","342","","0","2026-01-25",""
"2026-016P","STARLINK-36594","67574","US","91.42","97.28","345","344","","0","2026-01-25",""
"2026-016N","STARLINK-36588","67573","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016M","STARLINK-36350","67572","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016L","STARLINK-36578","67571","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016K","STARLINK-36562","67570","US","91.42","97.28","345","343","","0","2026-01-25",""
"2026-016J","STARLINK-36575","67569","US","91.08","97.28","329","326","","0","2026-01-25",""
"2026-016H","STARLINK-36435","67568","US","91.09","97.28","330","326","","0","2026-01-25",""
"2026-016G","STARLINK-36352","67567","US","91.31","97.28","340","338","","0","2026-01-25",""
"2026-016F","STARLINK-36394","67566","US","91.41","97.28","345","342","","0","2026-01-25",""
"2026-016E","STARLINK-35725","67565","US","91.41","97.28","345","343","","0","2026-01-25",""
"2026-016D","STARLINK-36593","67564","US","91.42","97.28","345","343","","0","2026-01-25",""
"2026-016C","STARLINK-36403","67563","US","91.40","97.28","344","342","","0","2026-01-25",""
"2026-016B","STARLINK-36398","67562","US","91.41","97.28","344","343","","0","2026-01-25",""
"2026-016A","STARLINK-36621","67561","US","91.41","97.28","345","342","","0","2026-01-25",""
"2026-014AA","STARLINK-36426","67560","US","91.41","97.28","345","343","","0","2026-01-22",""
"2026-015D","ELECTRON KICK STAGE R/B","67559","US","98.03","89.05","1035","294","","0","2026-01-22",""
"2026-015C","ELECTRON R/B","67558","US","88.55","88.94","270","136","","0","2026-01-22",""
"2026-015B","MR-1","67557","SPN","106.46","89.00","1066","1059","","0","2026-01-22",""
"2026-015A","MR-2","67556","SPN","106.45","89.00","1066","1059","","0","2026-01-22",""
"2026-014Z","STARLINK-36559","67555","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014Y","STARLINK-36395","67554","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014X","STARLINK-36569","67553","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014W","STARLINK-36567","67552","US","91.41","97.28","346","342","","0","2026-01-22",""
"2026-014V","STARLINK-36566","67551","US","91.41","97.28","345","343","","0","2026-01-22",""
"2026-014U","STARLINK-36563","67550","US","91.41","97.28","345","343","","0","2026-01-22",""
"2026-014T","STARLINK-36564","67549","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014S","STARLINK-36586","67548","US","91.31","97.28","340","338","","0","2026-01-22",""
"2026-014R","STARLINK-36584","67547","US","91.40","97.28","346","341","","0","2026-01-22",""
"2026-014Q","STARLINK-36580","67546","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014P","STARLINK-36583","67545","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014N","STARLINK-36565","67544","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014M","STARLINK-36581","67543","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014L","STARLINK-35934","67542","US","91.42","97.29","345","343","","0","2026-01-22",""
"2026-014K","STARLINK-36579","67541","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014J","STARLINK-36585","67540","US","91.41","97.28","345","342","","0","2026-01-22",""
"2026-014H","STARLINK-36573","67539","US","91.41","97.28","345","343","","0","2026-01-22",""
"2026-014G","STARLINK-36397","67538","US","91.42","97.28","346","343","","0","2026-01-22",""
"2026-014F","STARLINK-36561","67537","US","91.41","97.28","346","342","","0","2026-01-22",""
"2026-014E","STARLINK-36572","67536","US","91.41","97.28","346","342","","0","2026-01-22",""
"2026-014D","STARLINK-36574","67535","US","91.42","97.28","346","342","","0","2026-01-22",""
"2026-014C","STARLINK-36576","67534","US","91.41","97.28","345","343","","0","2026-01-22",""
"2026-014B","STARLINK-36417","67533","US","91.42","97.28","346","342","","0","2026-01-22",""
"2026-014A","STARLINK-36587","67532","US","91.08","97.28","330","326","","0","2026-01-22",""
"2026-013K","CZ-12 R/B","67531","PRC","101.81","49.99","894","794","","0","2026-01-19",""
"2026-013J","HULIANWANG DIGUI-154","67530","PRC","105.31","50.01","1010","1008","","0","2026-01-19",""
"2026-013H","HULIANWANG DIGUI-153","67529","PRC","105.27","50.01","1008","1006","","0","2026-01-19",""
"2026-013G","HULIANWANG DIGUI-152","67528","PRC","105.22","50.00","1007","1003","","0","2026-01-19",""
"2026-013F","HULIANWANG DIGUI-151","67527","PRC","105.35","50.01","1011","1011","","0","2026-01-19",""
"2026-013E","HULIANWANG DIGUI-150","67526","PRC","105.25","50.01","1007","1006","","0","2026-01-19",""
"2026-013D","HULIANWANG DIGUI-149","67525","PRC","105.33","50.02","1011","1009","","0","2026-01-19",""
"2026-013C","HULIANWANG DIGUI-148","67524","PRC","105.37","50.02","1015","1009","","0","2026-01-19",""
"2026-013B","HULIANWANG DIGUI-147","67523","PRC","105.29","50.01","1010","1006","","0","2026-01-19",""
"2026-013A","HULIANWANG DIGUI-146","67522","PRC","105.41","50.01","1014","1013","","0","2026-01-19",""
"2026-012AE","STARLINK-36444","67521","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012AD","STARLINK-36547","67520","US","94.27","43.00","485","482","","0","2026-01-18",""
"2026-012AC","STARLINK-36415","67519","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012AB","STARLINK-36412","67518","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012AA","STARLINK-36544","67517","US","94.26","43.00","485","481","","0","2026-01-18",""
"2026-012Z","STARLINK-36537","67516","US","94.21","43.00","481","480","","0","2026-01-18",""
"2026-012Y","STARLINK-36543","67515","US","94.21","43.00","481","480","","0","2026-01-18",""
"2026-012X","STARLINK-36530","67514","US","94.22","43.00","482","479","","0","2026-01-18",""
"2026-012W","STARLINK-36531","67513","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012V","STARLINK-36538","67512","US","94.27","43.00","485","481","","0","2026-01-18",""
"2026-012U","STARLINK-36540","67511","US","94.21","43.00","481","480","","0","2026-01-18",""
"2026-012T","STARLINK-36549","67510","US","94.26","43.00","484","482","","0","2026-01-18",""
"2026-012S","STARLINK-36541","67509","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012R","STARLINK-36526","67508","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012Q","STARLINK-36521","67507","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012P","STARLINK-36553","67506","US","94.26","43.00","484","482","","0","2026-01-18",""
"2026-012N","STARLINK-36545","67505","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012M","STARLINK-36512","67504","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012L","STARLINK-36552","67503","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012K","STARLINK-36554","67502","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012J","STARLINK-36433","67501","US","94.26","43.00","484","482","","0","2026-01-18",""
"2026-012H","STARLINK-36557","67500","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012G","STARLINK-36558","67499","US","94.15","43.00","478","477","","0","2026-01-18",""
"2026-012F","STARLINK-36081","67498","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012E","STARLINK-36555","67497","US","94.27","43.00","485","480","","0","2026-01-18",""
"2026-012D","STARLINK-36534","67496","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-012C","STARLINK-36550","67495","US","94.21","43.00","481","480","","0","2026-01-18",""
"2026-012B","STARLINK-36396","67494","US","94.17","43.00","479","478","","0","2026-01-18",""
"2026-012A","STARLINK-36551","67493","US","94.27","43.00","484","482","","0","2026-01-18",""
"2026-011J","USA 580","67492","US","","","","","","0","2026-01-17","NO INITIAL ELEMENTS"
"2026-011H","USA 579","67491","US","","","","","","0","2026-01-17","NO INITIAL ELEMENTS"
"2026-011G","USA 578","67490","US","","","","","","0","2026-01-17","NO INITIAL ELEMENTS"
"2026-011F","USA 577","67489","US","","","","","","0","2026-01-17","NO INITIAL ELEMENTS"
